"index","id","name","primaryMuscle","inferredMuscle","bodyPart","equipment","imageTarget","videoTarget","duplicateCount","quality","flags"
"1","alternate_lateral_pulldown","Alternate Lateral Pulldown","Back","Back","Back","Cable","Back","","1","44","missing_video"
"2","archer_pull_up","Archer Pull up","Back","Back","Back","Body weight","Back","Back","1","74",""
"3","assisted_chin_up","Assisted Chin-up","Back","Back","Back","Body weight","Back","","1","44","missing_video"
"4","assisted_close_grip_underhand_chin_up_assisted_close_grip_underhand_chin_up_762","Assisted Close-grip Underhand Chin-up","Back","Back","Back","Leverage machine","Back","","1","44","missing_video"
"5","assisted_pull_up","Assisted Pull up","Back","Back","Back","Leverage machine","Back","","2","44","missing_video;duplicate_group"
"6","assisted_pull_up_assisted_pull_up_69x","Assisted Pull-up","Back","Back","Back","Leverage machine","Back","","2","44","missing_video;duplicate_group"
"7","assisted_standing_chin_up","Assisted Standing Chin-Up","Back","Back","Back","Leverage machine","Back","","1","44","missing_video"
"8","assisted_standing_pull_up","Assisted Standing Pull-up","Back","Back","Back","Leverage machine","Back","","1","44","missing_video"
"9","back_and_forth_step","Back And Forth Step","Back","Back","Cardio","Body weight","Back","","1","44","missing_video"
"10","back_lever","Back lever","Back","Back","Back","Body weight","Back","Back","1","74",""
"11","back_relaxation","Back Relaxation","Back","Back","Back","Stability ball","Back","","1","44","missing_video"
"12","back_relaxed_pose","Back relaxed pose","Back","Back","","Body weight","","","1","24","missing_image;missing_video"
"13","back_slaps_wrap_arround_stretch","Back Slaps Wrap Arround Stretch","Back","Back","Back","Body weight","Back","Back","1","74",""
"14","back_stretch","Back Stretch","Back","Back","Back","Body weight","Back","","1","44","missing_video"
"15","backhand_raise","Backhand Raise","Back","Back","Back","Body weight","Back","Back","1","74",""
"16","backwards_run","Backwards Run","Back","Back","Cardio","Body weight","","","1","44","missing_video"
"17","band_assisted_chin_up","Band Assisted Chin-Up","Back","Back","Back","Band","Back","Back","2","74","duplicate_group"
"18","band_assisted_chin_up_band_assisted_chin_up_9nb","Band Assisted Chin-Up","Back","Back","Back","Band","Back","","2","44","missing_video;duplicate_group"
"19","band_assisted_pull_up","Band Assisted Pull Up","Back","Back","Back","Band","Back","Back","3","74","duplicate_group"
"20","band_assisted_pull_up_band_assisted_pull_up_6a4","Band assisted pull-up","Back","Back","Back","Band","Back","","3","44","missing_video;duplicate_group"
"21","band_assisted_pull_up_band_assisted_pull_up_84s","Band Assisted Pull-Up","Back","Back","Back","Band","Back","Back","3","74","duplicate_group"
"22","band_bent_over_lat_pulldown","Band Bent Over Lat Pulldown","Back","Back","Back","Band","","Back","1","54","missing_image"
"23","band_bent_over_row_band_bent_over_row_8d2","Band Bent Over row","Back","Back","Back","Band","Back","Back","2","74","duplicate_group"
"24","band_bent_over_wide_grip_row","Band Bent Over Wide Grip Row","Back","Back","Back","Band","Back","","1","44","missing_video"
"25","band_bent_over_row","Band bent-over row","Back","Back","Back","Band","Back","Back","2","74","duplicate_group"
"26","band_close_grip_pulldown","Band close-grip pulldown","Back","Back","Back","Band","Back","","1","44","missing_video"
"27","band_fixed_back_underhand_pulldown","Band Fixed Back Underhand Pulldown","Back","Back","Back","Band","Back","","1","44","missing_video"
"28","band_kneeling_lat_pulldown","Band Kneeling Lat Pulldown","Back","Back","Back","Band","Back","Back","1","74",""
"29","band_kneeling_one_arm_pulldown_band_kneeling_one_arm_pulldown_6ar","Band kneeling one arm pulldown","Back","Back","Back","Band","Back","Back","2","74","duplicate_group"
"30","band_kneeling_one_arm_pulldown","Band Kneeling One Arm Pulldown","Back","Back","Back","Band","Back","Back","2","74","duplicate_group"
"31","band_kneeling_pulldown","Band kneeling pulldown","Back","Back","Back","Band","Back","","1","44","missing_video"
"32","band_narrow_grip_high_row_band_narrow_grip_high_row_99z","Band Narrow Grip High Row","Back","Back","Back","Band","","Back","2","54","missing_image;duplicate_group"
"33","band_narrow_grip_high_row","Band Narrow Grip High Row","Back","Back","Back","Band","","Back","2","54","missing_image;duplicate_group"
"34","band_one_arm_standing_low_row","Band one arm Standing Low Row","Back","Back","Back","Band","Back","","1","44","missing_video"
"35","band_one_arm_standing_wide_grip_low_row","Band One Arm Standing Wide Grip Low Row","Back","Back","Back","Band","Back","","1","44","missing_video"
"36","band_resisted_chin_up","Band Resisted Chin-Up","Back","Back","Back","Band","Back","","1","44","missing_video"
"37","band_seated_row_band_seated_row_8d9","Band seated row","Back","Back","Back","Band","Back","Back","2","74","duplicate_group"
"38","band_seated_row","Band seated row","Back","Back","Back","Band","Back","Back","2","74","duplicate_group"
"39","band_seated_straight_back_row","Band Seated Straight Back Row","Back","Back","Back","Band","Back","","1","44","missing_video"
"40","band_seated_wide_grip_row","Band Seated Wide Grip Row","Back","Back","Back","Band","Back","","1","44","missing_video"
"41","band_shrug","Band shrug","Back","Back","Back","Band","Back","Back","1","74",""
"42","band_skier","Band Skier","Back","Custom","Back","Band","","","1","44","missing_video"
"43","band_standing_single_arm_row","Band Standing Single Arm Row","Back","Back","Back","Band","Back","","1","44","missing_video"
"44","band_standing_straight_arm_pulldown","Band Standing Straight Arm Pulldown","Back","Back","Back","Band","Back","","1","44","missing_video"
"45","band_straight_back_seated_row","Band straight back seated row","Back","Back","Back","Band","Back","Back","2","74","duplicate_group"
"46","band_straight_arm_pulldown","Band straight-arm pulldown","Back","Back","Back","Band","Back","","1","44","missing_video"
"47","band_straight_back_seated_row_band_straight_back_seated_row_6z9","Band straight-back seated row","Back","Back","Back","Band","Back","Back","2","74","duplicate_group"
"48","band_straight_back_standing_row","Band straight-back standing row","Back","Back","Back","Band","Back","","1","44","missing_video"
"49","band_underhand_pulldown","Band underhand pulldown","Back","Back","Back","Band","Back","","1","44","missing_video"
"50","bar_band_bent_over_row","Bar Band Bent Over Row","Back","Back","Back","Stick","Back","","1","44","missing_video"
"51","bar_lateral_pulldown","Bar Lateral Pulldown","Back","Back","Back","Cable","Back","Back","1","74",""
"52","barbell_behind_the_back_shrug","Barbell Behind The Back Shrug","Back","Back","Back","Barbell","Back","","1","44","missing_video"
"53","barbell_bent_over_row","Barbell Bent Over Row","Back","Back","Back","Barbell","Back","Back","2","74","duplicate_group"
"54","barbell_bent_over_row_barbell_bent_over_row_607","Barbell Bent Over Row","Back","Back","Back","Barbell","Back","Back","2","74","duplicate_group"
"55","barbell_bent_over_wide_alternate_row_plus","Barbell Bent Over Wide Alternate Row Plus","Back","Back","Back","Barbell","Back","","1","44","missing_video"
"56","barbell_bent_over_wide_grip_row","Barbell Bent Over Wide Grip Row","Back","Back","Back","Barbell","Back","","1","44","missing_video"
"57","barbell_bent_over_wide_row_plus","Barbell Bent Over Wide Row Plus","Back","Back","Back","Barbell","Back","","1","44","missing_video"
"58","barbell_deadstop_row_with_rack","Barbell Deadstop Row with Rack","Back","Back","Back","Barbell","Back","","1","44","missing_video"
"59","barbell_decline_bent_arm_pullover","Barbell Decline Bent Arm Pullover","Back","Custom","Back","Barbell","Back","","1","44","missing_video;image_target:Back"
"60","barbell_decline_wide_grip_pullover","Barbell Decline wide-grip pullover","Back","Custom","Back","Barbell","Back","","1","44","missing_video;image_target:Back"
"61","barbell_incline_row","Barbell Incline Row","Back","Back","Back","Barbell","Back","","2","44","missing_video;duplicate_group"
"62","barbell_incline_row_barbell_incline_row_60t","Barbell Incline Row","Back","Back","Back","Barbell","Back","Back","2","74","duplicate_group"
"63","barbell_lying_close_grip_overhand_row_on_rack","Barbell Lying Close-Grip Overhand Row on Rack","Back","Back","Back","Barbell","Back","","1","44","missing_video"
"64","barbell_lying_close_grip_underhand_row_on_rack","Barbell Lying Close-Grip Underhand Row on Rack","Back","Back","Back","Barbell","Back","","1","44","missing_video"
"65","barbell_lying_row_on_rack","Barbell Lying Row on Rack","Back","Back","Back","Barbell","Back","Back","1","74",""
"66","barbell_narrow_row","Barbell Narrow Row","Back","Back","Back","Barbell","Back","","1","44","missing_video"
"67","barbell_one_arm_bent_over_row","Barbell One Arm Bent over Row","Back","Back","Back","Barbell","Back","","1","44","missing_video"
"68","barbell_overhead_shrug","Barbell Overhead Shrug","Back","Back","Back","Barbell","Back","Back","1","74",""
"69","barbell_pendlay_row","Barbell Pendlay Row","Back","Back","Back","Barbell","Back","Back","1","74",""
"70","barbell_pullover","Barbell Pullover","Back","Custom","Back","Barbell","Back","","2","44","missing_video;image_target:Back;duplicate_group"
"71","barbell_pullover_barbell_pullover_94y","Barbell Pullover","Back","Custom","Back","Barbell","Back","Back","2","74","image_target:Back;video_target:Back;duplicate_group"
"72","barbell_pullover_hold_isometric","Barbell Pullover Hold Isometric","Back","Custom","Back","Barbell","","","1","44","missing_video"
"73","barbell_pullover_to_press","Barbell Pullover To Press","Back","Custom","Back","Barbell","Back","Back","1","74","image_target:Back;video_target:Back"
"74","barbell_reverse_grip_bent_over_row","Barbell Reverse Grip Bent over Row","Back","Back","Back","Barbell","Back","","2","74","duplicate_group"
"75","barbell_reverse_grip_bent_over_row_barbell_reverse_grip_bent_over_row_7zc","Barbell Reverse Grip Bent Over Row","Back","Back","Back","Barbell","Back","Back","2","74","duplicate_group"
"76","barbell_reverse_grip_incline_row","Barbell Reverse Grip Incline Row","Back","Back","Back","Barbell","Back","","1","44","missing_video"
"77","barbell_seated_shrug","Barbell Seated Shrug","Back","Back","Back","Barbell","Back","","1","44","missing_video"
"78","barbell_shrug","Barbell Shrug","Back","Back","Back","Barbell","Back","Back","2","74","duplicate_group"
"79","barbell_shrug_barbell_shrug_61d","Barbell Shrug","Back","Back","Back","Barbell","Back","Back","2","74","duplicate_group"
"80","barbell_wide_pullover","Barbell Wide Pullover","Back","Custom","Back","Barbell","Back","","1","44","missing_video;image_target:Back"
"81","bench_pull_ups","Bench Pull-ups","Back","Back","Back","Body weight","Back","Back","2","74","duplicate_group"
"82","bench_pull_ups_bench_pull_ups_8f4","Bench Pull-ups","Back","Back","Back","Body weight","Back","Back","2","74","duplicate_group"
"83","bent_arm_pullover","Bent Arm Pullover","Back","Custom","Back","Barbell","Back","","1","44","missing_video;image_target:Back"
"84","bent_over_row","Bent Over Row","Back","Back","Back","Dumbbell","Back","Back","2","74","duplicate_group"
"85","bent_over_row_bent_over_row_9","Bent Over Row","Back","Back","Back","Barbell","Back","Back","2","74","duplicate_group"
"86","bent_over_row_back","Bent-over Row - Back","Back","Back","Back","Dumbbell","Back","","1","44","missing_video"
"87","bent_over_row_with_towel","Bent-Over Row with Towel","Back","Back","Back","Body weight","Back","Back","1","74",""
"88","bird_dog_bird_dog_76p","Bird Dog","Back","Custom","Back","Body weight","Back","Back","1","74","image_target:Back;video_target:Back"
"89","body_muscle_side_back_view","Body muscle. Side back view","Back","Back","Full body","Body weight","Back","","1","44","missing_video"
"90","body_muscles_back_view","Body muscles. Back view","Back","Back","Full body","Body weight","","","2","44","missing_video;duplicate_group"
"91","body_muscles_female_back_view","Body muscles. Female. Back view","Back","Back","Full body","Body weight","","","2","44","missing_video;duplicate_group"
"92","bodyweight_row_in_doorway","Bodyweight Row in Doorway","Back","Back","Back","Body weight","Back","","1","44","missing_video"
"93","bodyweight_shrug","Bodyweight Shrug","Back","Back","Back","Body weight","Back","","1","44","missing_video"
"94","bodyweight_standing_close_grip_one_arm_row","Bodyweight Standing Close-grip One Arm Row","Back","Back","Back","Body weight","Back","","2","44","missing_video;duplicate_group"
"95","bodyweight_standing_close_grip_one_arm_row_bodyweight_standing_close_grip_one_arm_row_8j6","Bodyweight Standing Close-grip One Arm Row","Back","Back","Back","Body weight","Back","","2","44","missing_video;duplicate_group"
"96","bodyweight_standing_close_grip_row","Bodyweight Standing Close-grip Row","Back","Back","Back","Body weight","Back","","2","44","missing_video;duplicate_group"
"97","bodyweight_standing_close_grip_row_bodyweight_standing_close_grip_row_8j8","Bodyweight Standing Close-grip Row","Back","Back","Back","Body weight","Back","","2","44","missing_video;duplicate_group"
"98","bodyweight_standing_one_arm_row","Bodyweight Standing One Arm Row","Back","Back","Back","Body weight","Back","","4","44","missing_video;duplicate_group"
"99","bodyweight_standing_one_arm_row_bodyweight_standing_one_arm_row_8j1","Bodyweight Standing One Arm Row","Back","Back","Back","Body weight","Back","","4","44","missing_video;duplicate_group"
"100","bodyweight_standing_one_arm_row_bodyweight_standing_one_arm_row_8j9","Bodyweight Standing One Arm Row","Back","Back","Back","Body weight","Back","","4","44","missing_video;duplicate_group"
"101","bodyweight_standing_one_arm_row_bodyweight_standing_one_arm_row_8j2","Bodyweight Standing One Arm Row","Back","Back","Back","Body weight","Back","","4","44","missing_video;duplicate_group"
"102","bodyweight_standing_row","Bodyweight Standing Row","Back","Back","Back","Body weight","Back","","4","44","missing_video;duplicate_group"
"103","bodyweight_standing_row_bodyweight_standing_row_8j4","Bodyweight Standing Row","Back","Back","Back","Body weight","Back","","4","44","missing_video;duplicate_group"
"104","bodyweight_standing_row_bodyweight_standing_row_8jf","Bodyweight Standing Row","Back","Back","Back","Body weight","Back","","4","44","missing_video;duplicate_group"
"105","bodyweight_standing_row_bodyweight_standing_row_8jg","Bodyweight Standing Row","Back","Back","Back","Body weight","Back","","4","44","missing_video;duplicate_group"
"106","brachialis_narrow_pull_ups","Brachialis Narrow Pull ups","Back","Biceps","Back","Body weight","UpperArms","","2","44","missing_video;muscle_mismatch:Back->Biceps;duplicate_group"
"107","brachialis_narrow_pull_ups_brachialis_narrow_pull_ups_631","Brachialis Narrow Pull-ups","Back","Biceps","Biceps, Upper Arms","Body weight","UpperArms","","2","44","missing_video;muscle_mismatch:Back->Biceps;duplicate_group"
"108","cable_bar_lateral_pulldown","Cable Bar Lateral Pulldown","Back","Back","Back","Cable","Back","Back","2","74","duplicate_group"
"109","cable_bar_lateral_pulldown_cable_bar_lateral_pulldown_63m","Cable Bar Lateral Pulldown","Back","Back","Back","Cable","Back","Back","2","74","duplicate_group"
"110","cable_bent_over_row","Cable Bent Over Row","Back","Back","Back","Cable","Back","Back","1","74",""
"111","cable_bent_over_row_with_bar","Cable Bent Over Row with Bar","Back","Back","Back","Cable","Back","","1","44","missing_video"
"112","cable_bent_over_reverse_grip_row","Cable Bent-Over Reverse Grip Row","Back","Back","Back","Cable","Back","Back","1","74",""
"113","cable_bent_over_row_with_rope_attachment","Cable Bent-Over Row with Rope Attachment","Back","Back","Back","Cable","Back","","1","44","missing_video"
"114","cable_close_grip_front_lat_pulldown","Cable Close-Grip Front Lat Pulldown","Back","Back","Back","Cable","Back","Back","1","74",""
"115","cable_cross_over_lateral_pulldown_cable_cross_over_lateral_pulldown_8fd","Cable Cross over Lateral Pulldown","Back","Back","Back","Cable","Back","","2","44","missing_video;duplicate_group"
"116","cable_cross_over_lateral_pulldown","Cable Cross-over Lateral Pulldown","Back","Back","Back","Cable","Back","Back","2","74","duplicate_group"
"117","cable_decline_seated_wide_grip_row","Cable Decline Seated Wide-grip Row","Back","Back","Back","Cable","Back","Back","1","74",""
"118","cable_floor_seated_wide_grip_row","Cable Floor Seated Wide-grip Row","Back","Back","Back","Cable","Back","","1","44","missing_video"
"119","cable_front_seated_row","Cable Front Seated Row","Back","Back","Back","Cable","Back","Back","1","74",""
"120","cable_half_kneeling_external_rotation","Cable Half Kneeling External Rotation","Back","Custom","Back","Cable","Back","","1","44","missing_video;image_target:Back"
"121","cable_half_kneeling_push_pull","Cable Half Kneeling Push Pull","Back","Custom","Back","Cable","Back","","1","44","missing_video;image_target:Back"
"122","cable_high_row","Cable High Row","Back","Back","Back","Cable","Back","","1","44","missing_video"
"123","cable_incline_bench_row","Cable Incline Bench Row","Back","Back","Back","Cable","Back","","1","44","missing_video"
"124","cable_lat_pulldown_full_range_of_motion","Cable Lat Pulldown Full Range Of Motion","Back","Back","Back","Cable","Back","","1","44","missing_video"
"125","cable_lateral_pulldown","Cable Lateral Pulldown","Back","Back","Back","Cable","Back","Back","1","74",""
"126","cable_lateral_pulldown_with_v_bar","Cable Lateral Pulldown with V-bar","Back","Back","Back","Cable","Back","Back","1","74",""
"127","cable_low_row_with_rope_attachment","Cable Low Row with Rope Attachment","Back","Back","Back","Cable","Back","","1","44","missing_video"
"128","cable_low_seated_row","Cable Low Seated Row","Back","Back","Back","Cable","Back","Back","1","74",""
"129","cable_lying_extension_pullover_cable_lying_extension_pullover_64k","Cable Lying Extension Pullover","Back","Custom","Back","Cable","Back","","2","74","image_target:Back;duplicate_group"
"130","cable_lying_extension_pullover","Cable Lying Extension Pullover","Back","Custom","Back","Cable","Back","","2","44","missing_video;image_target:Back;duplicate_group"
"131","cable_lying_shrug","Cable Lying Shrug","Back","Back","Back","Cable","Back","","1","44","missing_video"
"132","cable_one_arm_bent_over_row","Cable One Arm Bent over Row","Back","Back","Back","Cable","Back","Back","1","74",""
"133","cable_one_arm_lat_pulldown_cable_one_arm_lat_pulldown_75z","Cable one arm lat pulldown","Back","Back","Back","Cable","Back","Back","2","74","duplicate_group"
"134","cable_one_arm_lat_pulldown","Cable One Arm Lat Pulldown","Back","Back","Back","Cable","Back","Back","2","74","duplicate_group"
"135","cable_one_arm_pulldown","Cable One Arm Pulldown","Back","Back","Back","Cable","Back","","1","44","missing_video"
"136","cable_one_arm_straight_back_high_row","Cable One Arm Straight Back High Row","Back","Back","Back","Cable","Back","","1","44","missing_video"
"137","cable_palm_rotational_row","Cable Palm Rotational Row","Back","Back","Back","Cable","Back","Back","1","74",""
"138","cable_parallel_grip_lat_pulldown_on_floor","Cable Parallel Grip Lat Pulldown on Floor","Back","Back","Back","Cable","Back","","1","44","missing_video"
"139","cable_pulldown","Cable Pulldown","Back","Back","Back","Cable","Back","Back","3","74","duplicate_group"
"140","cable_pulldown_cable_pulldown_7tw","Cable Pulldown","Back","Back","Back","Cable","Back","","3","44","missing_video;duplicate_group"
"141","cable_pulldown_cable_pulldown_64y","Cable Pulldown","Back","Back","Back","Cable","Back","Back","3","74","duplicate_group"
"142","cable_rear_pulldown","Cable Rear Pulldown","Back","Back","Back","Cable","Back","Back","1","74",""
"143","cable_reverse_grip_pulldown","Cable Reverse Grip Pulldown","Back","Back","Back","Cable","Back","Back","1","74",""
"144","cable_reverse_grip_straight_back_seated_high_row","Cable Reverse-grip Straight Back Seated High Row","Back","Back","Back","Cable","Back","Back","1","74",""
"145","cable_rope_crossover_seated_row","Cable Rope Crossover Seated Row","Back","Back","Back","Cable","Back","Back","1","74",""
"146","cable_rope_extension_incline_bench_row","Cable Rope Extension Incline Bench Row","Back","Back","Back","Cable","Back","","1","44","missing_video"
"147","cable_seated_high_row_cable_seated_high_row_6f3","Cable Seated High Row","Back","Back","Back","Cable","Back","Back","2","74","duplicate_group"
"148","cable_seated_high_row","Cable Seated High Row","Back","Back","Back","Cable","Back","Back","2","74","duplicate_group"
"149","cable_seated_horizontal_shrug","Cable Seated Horizontal Shrug","Back","Back","Back","Cable","Back","","1","44","missing_video"
"150","cable_seated_on_floor_row_with_rope","Cable Seated on Floor Row with Rope","Back","Back","Back","Cable","Back","Back","1","74",""
"151","cable_seated_one_arm_alternate_row","Cable Seated One Arm Alternate Row","Back","Back","Back","Cable","Back","Back","1","74",""
"152","cable_seated_pullover","Cable Seated Pullover","Back","Custom","Back","Cable","Back","","1","44","missing_video;image_target:Back"
"153","cable_seated_row_cable_seated_row_6x3","Cable seated row","Back","Back","Back","Cable","Back","Back","2","74","duplicate_group"
"154","cable_seated_row","Cable Seated Row","Back","Back","Back","Cable","Back","","2","44","missing_video;duplicate_group"
"155","cable_seated_row_with_v_bar","Cable Seated Row with V bar","Back","Back","Back","Cable","Back","Back","1","74",""
"156","cable_seated_supine_grip_row","Cable Seated Supine-grip Row","Back","Back","Back","Cable","Back","Back","2","74","duplicate_group"
"157","cable_seated_supine_grip_row_cable_seated_supine_grip_row_6fh","Cable Seated Supine-grip Row","Back","Back","Back","Cable","Back","","2","44","missing_video;duplicate_group"
"158","cable_seated_wide_grip_row","Cable Seated Wide grip Row","Back","Back","Back","Cable","Back","Back","2","74","duplicate_group"
"159","cable_seated_wide_grip_row_cable_seated_wide_grip_row_6fi","Cable Seated Wide-grip Row","Back","Back","Back","Cable","Back","Back","2","74","duplicate_group"
"160","cable_shrug","Cable Shrug","Back","Back","Back","Cable","Back","","2","44","missing_video;duplicate_group"
"161","cable_shrug_cable_shrug_6fk","Cable Shrug","Back","Back","Back","Cable","Back","Back","2","74","duplicate_group"
"162","cable_standing_row","Cable Standing Row","Back","Back","Back","Cable","Back","","1","44","missing_video"
"163","cable_straight_arm_pulldown","Cable straight arm pulldown","Back","Back","Back","Cable","Back","Back","3","74","duplicate_group"
"164","cable_straight_arm_pulldown_cable_straight_arm_pulldown_6fb","Cable Straight Arm Pulldown","Back","Back","Back","Cable","Back","Back","3","74","duplicate_group"
"165","cable_straight_arm_pulldown_cable_straight_arm_pulldown_6fc","Cable Straight Arm Pulldown","Back","Back","Back","Cable","Back","Back","3","74","duplicate_group"
"166","cable_straight_back_seated_row_cable_straight_back_seated_row_8gs","Cable Straight Back Seated Row","Back","Back","Back","Cable","Back","Back","2","74","duplicate_group"
"167","cable_straight_back_seated_row","Cable Straight Back Seated Row","Back","Back","Back","Cable","Back","Back","2","74","duplicate_group"
"168","cable_suspension_back_stretch","Cable Suspension Back Stretch","Back","Back","Back","Cable","Back","","1","44","missing_video"
"169","cable_underhand_pulldown","Cable Underhand Pulldown","Back","Back","Back","Cable","Back","Back","1","74",""
"170","cable_wide_neutral_grip_pulldown","Cable Wide Neutral Grip PullDown","Back","Back","Back","Cable","Back","","1","44","missing_video"
"171","cable_wide_grip_lat_pulldown","Cable Wide-Grip Lat Pulldown","Back","Back","Back","Cable","Back","Back","1","74",""
"172","cambered_bar_lying_row","Cambered Bar Lying Row","Back","Back","Back","Barbell","Back","Back","1","74",""
"173","cat_stretch_cat_stretch_6be","Cat Stretch","Back","Custom","Back","Body weight","Back","Back","1","74","image_target:Back;video_target:Back"
"174","chin_ups_chin_ups_8v1","Chin ups","Back","Back","Back","Body weight","Back","Back","3","74","duplicate_group"
"175","chin_up_chin_up_9o7","Chin-up","Back","Back","Back","Body weight","","","4","24","missing_image;missing_video;duplicate_group"
"176","chin_up_chin_up_9o8","Chin-up","Back","Back","Back","Body weight","","Back","4","54","missing_image;duplicate_group"
"177","chin_up","Chin-Up","Back","Back","Back","Body weight","Back","Back","4","74","duplicate_group"
"178","chin_up_chin_up_4k","Chin-Up","Back","Back","Back","Body weight","Back","Back","4","74","duplicate_group"
"179","chin_up_around_the_bar","Chin-Up Around the Bar","Back","Back","Back","Body weight","Back","","1","44","missing_video"
"180","chin_ups","Chin-ups","Back","Back","Back","Body weight","Back","Back","3","74","duplicate_group"
"181","chin_ups_chin_ups_89","Chin-ups","Back","Back","Back","Body weight","Back","Back","3","74","duplicate_group"
"182","close_grip_chin_up","Close-Grip Chin-Up","Back","Back","Back","Body weight","Back","Back","1","74",""
"183","close_grip_front_lat_pulldown","Close-Grip Front Lat Pulldown","Back","Back","Back","Cable","Back","Back","1","74",""
"184","cross_over_lateral_pulldown","Cross-over Lateral Pulldown","Back","Back","Back","Cable","Back","Back","1","74",""
"185","decline_bent_arm_pullover","Decline Bent Arm Pullover","Back","Custom","Back","Barbell","Back","","1","44","missing_video;image_target:Back"
"186","decline_shrug","Decline Shrug","Back","Back","Back","Dumbbell","Back","Back","1","74",""
"187","decline_wide_grip_pullover","Decline wide-grip pullover","Back","Custom","Back","Barbell","Back","","1","44","missing_video;image_target:Back"
"188","depression_in_parallel_bars_stretch","Depression In Parallel Bars Stretch","Back","Custom","Back","Body weight","Back","","1","44","missing_video;image_target:Back"
"189","dumbbell_bench_supported_external_rotation","Dumbbell Bench Supported External Rotation","Back","Custom","Back","Dumbbell","Back","","1","44","missing_video;image_target:Back"
"190","dumbbell_bent_over_reverse_row","Dumbbell Bent Over Reverse Row","Back","Back","Back","Dumbbell","Back","Back","1","74",""
"191","dumbbell_bent_over_row","Dumbbell Bent Over Row","Back","Back","Back","Dumbbell","Back","Back","2","74","duplicate_group"
"192","dumbbell_bent_over_row_dumbbell_bent_over_row_6hl","Dumbbell Bent Over Row","Back","Back","Back","Dumbbell","Back","Back","2","74","duplicate_group"
"193","dumbbell_bent_over_single_arm_row","Dumbbell Bent over Single Arm Row","Back","Back","Back","Dumbbell","Back","","1","44","missing_video"
"194","dumbbell_decline_shrug","Dumbbell Decline Shrug","Back","Back","Back","Dumbbell","Back","","2","44","missing_video;duplicate_group"
"195","dumbbell_decline_shrug_dumbbell_decline_shrug_6hx","Dumbbell Decline Shrug","Back","Back","Back","Dumbbell","Back","Back","2","74","duplicate_group"
"196","dumbbell_external_rotation","Dumbbell External Rotation","Back","Custom","Back","Dumbbell","Back","Back","1","74","image_target:Back;video_target:Back"
"197","dumbbell_hammer_grip_incline_bench_two_arm_row","Dumbbell Hammer Grip Incline Bench Two Arm Row","Back","Biceps","Back","Dumbbell","Back","Back","2","74","muscle_mismatch:Back->Biceps;image_target:Back;video_target:Back;duplicate_group"
"198","dumbbell_hammer_grip_incline_bench_two_arm_row_dumbbell_hammer_grip_incline_bench_two_arm_row_8nk","Dumbbell Hammer Grip Incline Bench Two Arm Row","Back","Biceps","Back","Dumbbell","Back","Back","2","74","muscle_mismatch:Back->Biceps;image_target:Back;video_target:Back;duplicate_group"
"199","dumbbell_incline_row","Dumbbell Incline Row","Back","Back","Back","Barbell","Back","Back","2","74","duplicate_group"
"200","dumbbell_incline_row_dumbbell_incline_row_6ij","Dumbbell Incline Row","Back","Back","Back","Dumbbell","Back","Back","2","74","duplicate_group"
"201","dumbbell_incline_shrug","Dumbbell Incline Shrug","Back","Back","Back","Dumbbell","Back","Back","2","74","duplicate_group"
"202","dumbbell_incline_shrug_dumbbell_incline_shrug_6il","Dumbbell Incline Shrug","Back","Back","Back","Dumbbell","Back","Back","2","74","duplicate_group"
"203","dumbbell_lying_close_grip_parallel_row_on_rack","Dumbbell Lying Close-Grip Parallel Row on Rack","Back","Back","Back","Dumbbell","Back","","1","44","missing_video"
"204","dumbbell_lying_wide_grip_row_on_rack","Dumbbell Lying Wide-Grip Row on Rack","Back","Back","Back","Dumbbell","Back","","1","44","missing_video"
"205","dumbbell_one_arm_bent_over_row","Dumbbell One Arm Bent-over Row","Back","Back","Back","Dumbbell","Back","Back","1","74",""
"206","dumbbell_palm_rotational_bent_over_row","Dumbbell Palm Rotational Bent Over Row","Back","Back","Back","Dumbbell","Back","Back","1","74",""
"207","dumbbell_pronated_grip_row","Dumbbell Pronated Grip Row","Back","Back","Back","Dumbbell","Back","","1","44","missing_video"
"208","dumbbell_pronated_to_neutral_grip_row","Dumbbell Pronated to Neutral Grip Row","Back","Back","Back","Dumbbell","Back","","1","44","missing_video"
"209","dumbbell_pullover_on_floor","Dumbbell Pullover on floor","Back","Custom","Back","Dumbbell","Back","Back","1","74","image_target:Back;video_target:Back"
"210","dumbbell_reverse_grip_incline_bench_one_arm_row","Dumbbell Reverse Grip Incline Bench One Arm Row","Back","Back","Back","Dumbbell","Back","","2","44","missing_video;duplicate_group"
"211","dumbbell_reverse_grip_incline_bench_one_arm_row_dumbbell_reverse_grip_incline_bench_one_arm_row_784","Dumbbell Reverse Grip Incline Bench One Arm Row","Back","Back","Back","Dumbbell","Back","","2","44","missing_video;duplicate_group"
"212","dumbbell_reverse_grip_incline_row","Dumbbell Reverse Grip Incline Row","Back","Back","Back","Dumbbell","Back","Back","1","74",""
"213","dumbbell_reverse_grip_row","Dumbbell Reverse Grip Row","Back","Back","Back","Dumbbell","Back","Back","1","74",""
"214","dumbbell_seated_gittleson_shrug","Dumbbell Seated Gittleson Shrug","Back","Back","Back","Dumbbell","Back","","1","44","missing_video"
"215","dumbbell_shrug","Dumbbell Shrug","Back","Back","Back","Dumbbell","Back","Back","2","74","duplicate_group"
