"index","id","name","primaryMuscle","inferredMuscle","bodyPart","equipment","imageTarget","videoTarget","duplicateCount","quality","flags"
"598","cable_seated_overhead_curl_cable_seated_overhead_curl_74e","Cable Seated Overhead Curl","Biceps","Biceps","Biceps, Upper Arms","Cable","UpperArms","","2","44","missing_video;duplicate_group"
"599","cable_squatting_curl","Cable Squatting Curl","Biceps","Biceps","Biceps, Upper Arms","Cable","UpperArms","","2","44","missing_video;duplicate_group"
"600","cable_squatting_curl_cable_squatting_curl_7f5","Cable Squatting Curl","Biceps","Biceps","Biceps, Upper Arms","Cable","UpperArms","UpperArms","2","74","duplicate_group"
"601","cable_standing_biceps_curl","Cable Standing Biceps Curl","Biceps","Biceps","Biceps, Upper Arms","Cable","Forearms","","1","44","missing_video;image_target:Forearms"
"602","cable_standing_inner_curl_cable_standing_inner_curl_7d7","Cable Standing Inner Curl","Biceps","Biceps","Biceps, Upper Arms","Cable","UpperArms","UpperArms","2","74","duplicate_group"
"603","cable_standing_inner_curl","Cable Standing Inner Curl","Biceps","Biceps","Biceps, Upper Arms","Cable","UpperArms","UpperArms","2","74","duplicate_group"
"604","cable_two_arm_curl_on_incline_bench","Cable Two Arm Curl on Incline Bench","Biceps","Biceps","Biceps, Upper Arms","Cable","UpperArms","","1","44","missing_video"
"605","close_grip_curl","Close-grip Curl","Biceps","Biceps","Biceps, Upper Arms","EZ Barbell","UpperArms","UpperArms","1","74",""
"606","concentration_curl","Concentration Curl","Biceps","Biceps","Biceps, Upper Arms","Dumbbell","UpperArms","UpperArms","2","74","duplicate_group"
"607","concentration_curl_concentration_curl_gj","Concentration Curl","Biceps","Biceps","Biceps, Upper Arms","Cable","UpperArms","","2","44","missing_video;duplicate_group"
"608","concentration_curl_arms","Concentration Curl - Arms","Biceps","Biceps","Biceps, Upper Arms","Dumbbell","","","1","44","missing_video"
"609","cross_body_hammer_curl","Cross Body Hammer Curl","Biceps","Biceps","Forearms","Dumbbell","Forearms","Forearms","2","74","image_target:Forearms;video_target:Forearms;duplicate_group"
"610","cross_body_hammer_curl_cross_body_hammer_curl_go","Cross Body Hammer Curl","Biceps","Biceps","Biceps, Upper Arms","Dumbbell","UpperArms","UpperArms","2","74","duplicate_group"
"611","curl","Curl","Biceps","Biceps","Biceps, Upper Arms","EZ Barbell","UpperArms","UpperArms","2","74","duplicate_group"
"612","curl_curl_2p","Curl","Biceps","Biceps","Biceps, Upper Arms","Cable","UpperArms","UpperArms","2","74","duplicate_group"
"613","drag_curl","Drag Curl","Biceps","Biceps","Biceps, Upper Arms","Cable","UpperArms","","1","44","missing_video"
"614","dumbbell_alternate_biceps_curl_dumbbell_alternate_biceps_curl_7d1","Dumbbell Alternate Biceps Curl","Biceps","Biceps","Biceps, Upper Arms","Dumbbell","UpperArms","UpperArms","3","74","duplicate_group"
"615","dumbbell_alternate_biceps_curl","Dumbbell Alternate Biceps Curl","Biceps","Biceps","Biceps, Upper Arms","Dumbbell","UpperArms","","3","44","missing_video;duplicate_group"
"616","dumbbell_alternate_biceps_curl_dumbbell_alternate_biceps_curl_6h3","Dumbbell Alternate Biceps Curl","Biceps","Biceps","Biceps, Upper Arms","Dumbbell","UpperArms","UpperArms","3","74","duplicate_group"
"617","dumbbell_alternate_hammer_preacher_curl_dumbbell_alternate_hammer_preacher_curl_7ew","Dumbbell Alternate Hammer Preacher Curl","Biceps","Biceps","Biceps, Upper Arms","Dumbbell","UpperArms","","2","44","missing_video;duplicate_group"
"618","dumbbell_alternate_hammer_preacher_curl","Dumbbell Alternate Hammer Preacher Curl","Biceps","Biceps","Biceps, Upper Arms","Dumbbell","UpperArms","","2","44","missing_video;duplicate_group"
"619","dumbbell_alternate_preacher_curl","Dumbbell Alternate Preacher Curl","Biceps","Biceps","Biceps, Upper Arms","Dumbbell","UpperArms","","2","44","missing_video;duplicate_group"
"620","dumbbell_alternate_preacher_curl_dumbbell_alternate_preacher_curl_7f8","Dumbbell Alternate Preacher Curl","Biceps","Biceps","Biceps, Upper Arms","Dumbbell","UpperArms","","2","44","missing_video;duplicate_group"
"621","dumbbell_alternate_seated_hammer_curl","Dumbbell Alternate Seated Hammer Curl","Biceps","Biceps","Forearms","Dumbbell","UpperArms","","2","44","missing_video;duplicate_group"
"622","dumbbell_alternate_seated_hammer_curl_dumbbell_alternate_seated_hammer_curl_7f9","Dumbbell Alternate Seated Hammer Curl","Biceps","Biceps","Biceps, Upper Arms","Dumbbell","UpperArms","UpperArms","2","74","duplicate_group"
"623","dumbbell_alternating_bicep_curl_with_leg_raised_on_exercise_ball","Dumbbell Alternating Bicep Curl with Leg Raised on Exercise Ball","Biceps","Core","Biceps, Upper Arms","Dumbbell","UpperArms","","1","44","missing_video;muscle_mismatch:Biceps->Core;image_target:UpperArms"
"624","dumbbell_alternating_seated_bicep_curl_on_exercise_ball","Dumbbell Alternating Seated Bicep Curl on Exercise Ball","Biceps","Biceps","Biceps, Upper Arms","Dumbbell, Stability ball","UpperArms","","2","44","missing_video;duplicate_group"
"625","dumbbell_alternating_seated_bicep_curl_on_exercise_ball_dumbbell_alternating_seated_bicep_curl_on_exercise_ball_7f1","Dumbbell Alternating Seated Bicep Curl on Exercise Ball","Biceps","Biceps","Biceps, Upper Arms","Dumbbell","UpperArms","","2","44","missing_video;duplicate_group"
"626","dumbbell_bicep_curl_lunge_with_bowling_motion","Dumbbell Bicep Curl Lunge with Bowling Motion","Biceps","Biceps","Biceps, Upper Arms","Dumbbell","UpperArms","","1","44","missing_video"
"627","dumbbell_bicep_curl_on_exercise_ball_with_leg_raised","Dumbbell Bicep Curl on Exercise Ball with Leg Raised","Biceps","Core","Biceps, Upper Arms","Dumbbell","UpperArms","","1","44","missing_video;muscle_mismatch:Biceps->Core;image_target:UpperArms"
"628","dumbbell_bicep_curl_with_stork_stance","Dumbbell Bicep Curl With Stork Stance","Biceps","Biceps","Biceps, Upper Arms","Dumbbell","UpperArms","","1","44","missing_video"
"629","dumbbell_biceps_curl_dumbbell_biceps_curl_7aj","Dumbbell Biceps Curl","Biceps","Biceps","Biceps, Upper Arms","Dumbbell","UpperArms","UpperArms","4","74","duplicate_group"
"630","dumbbell_biceps_curl","Dumbbell Biceps Curl","Biceps","Biceps","Biceps, Upper Arms","Dumbbell","UpperArms","","4","44","missing_video;duplicate_group"
"631","dumbbell_biceps_curl_dumbbell_biceps_curl_8gx","Dumbbell Biceps Curl","Biceps","Biceps","Biceps, Upper Arms","Dumbbell","UpperArms","","4","44","missing_video;duplicate_group"
"632","dumbbell_biceps_curl_dumbbell_biceps_curl_6hm","Dumbbell Biceps Curl","Biceps","Biceps","Biceps, Upper Arms","Dumbbell","UpperArms","UpperArms","4","74","duplicate_group"
"633","dumbbell_biceps_curl_reverse","Dumbbell Biceps Curl Reverse","Biceps","Biceps","Forearms","Dumbbell","UpperArms","","1","44","missing_video"
"634","dumbbell_biceps_curl_squat","Dumbbell Biceps Curl Squat","Biceps","Biceps","Biceps, Upper Arms","Dumbbell","UpperArms","","1","44","missing_video"
"635","dumbbell_biceps_curl_v_sit_on_bosu_ball","Dumbbell Biceps Curl V Sit on Bosu Ball","Biceps","Biceps","Biceps, Upper Arms","Dumbbell","UpperArms","","1","44","missing_video"
"636","dumbbell_biceps_pose","Dumbbell Biceps Pose","Biceps","Biceps","Biceps, Upper Arms","Dumbbell","","","1","24","missing_image;missing_video"
"637","dumbbell_concentration_curl","Dumbbell Concentration Curl","Biceps","Biceps","Biceps, Upper Arms","Dumbbell","UpperArms","UpperArms","2","74","duplicate_group"
"638","dumbbell_concentration_curl_dumbbell_concentration_curl_6hp","Dumbbell Concentration Curl","Biceps","Biceps","Biceps, Upper Arms","Dumbbell","UpperArms","UpperArms","2","74","duplicate_group"
"639","dumbbell_cross_body_hammer_curl","Dumbbell Cross Body Hammer Curl","Biceps","Biceps","Biceps, Upper Arms","Dumbbell","UpperArms","UpperArms","2","74","duplicate_group"
"640","dumbbell_cross_body_hammer_curl_dumbbell_cross_body_hammer_curl_6hq","Dumbbell Cross Body Hammer Curl","Biceps","Biceps","Forearms","Dumbbell","Forearms","Forearms","2","74","image_target:Forearms;video_target:Forearms;duplicate_group"
"641","dumbbell_drag_bicep_curl","Dumbbell Drag Bicep Curl","Biceps","Biceps","Biceps, Upper Arms","Dumbbell","UpperArms","UpperArms","1","74",""
"642","dumbbell_hammer_curl","Dumbbell Hammer Curl","Biceps","Biceps","Biceps, Upper Arms","Dumbbell","UpperArms","UpperArms","4","74","duplicate_group"
"643","dumbbell_hammer_curl_dumbbell_hammer_curl_7al","Dumbbell Hammer Curl","Biceps","Biceps","Biceps, Upper Arms","Dumbbell","UpperArms","UpperArms","4","74","duplicate_group"
"644","dumbbell_hammer_curl_dumbbell_hammer_curl_7ts","Dumbbell Hammer Curl","Biceps","Biceps","Biceps, Upper Arms","Dumbbell","UpperArms","UpperArms","4","74","duplicate_group"
"645","dumbbell_hammer_curl_dumbbell_hammer_curl_6i5","Dumbbell Hammer Curl","Biceps","Biceps","Biceps, Upper Arms","Dumbbell","Forearms","Forearms","4","74","image_target:Forearms;video_target:Forearms;duplicate_group"
"646","dumbbell_hammer_curl_on_exercise_ball_dumbbell_hammer_curl_on_exercise_ball_7ec","Dumbbell Hammer Curl on Exercise Ball","Biceps","Biceps","Biceps, Upper Arms","Dumbbell, Stability ball","UpperArms","","2","44","missing_video;duplicate_group"
"647","dumbbell_hammer_curl_on_exercise_ball","Dumbbell Hammer Curl on Exercise Ball","Biceps","Biceps","Biceps, Upper Arms","Dumbbell","UpperArms","","2","44","missing_video;duplicate_group"
"648","dumbbell_hammer_curls","Dumbbell Hammer Curls","Biceps","Biceps","Forearms","Dumbbell","Forearms","","2","44","missing_video;image_target:Forearms;duplicate_group"
"649","dumbbell_hammer_curls_dumbbell_hammer_curls_8ga","Dumbbell Hammer Curls","Biceps","Biceps","Forearms","Dumbbell","Forearms","","2","44","missing_video;image_target:Forearms;duplicate_group"
"650","dumbbell_hammer_preacher_curl","Dumbbell Hammer Preacher Curl","Biceps","Biceps","Forearms","Dumbbell","Forearms","","1","44","missing_video;image_target:Forearms"
"651","dumbbell_incline_alternate_bicep_curl","Dumbbell Incline Alternate Bicep Curl","Biceps","Biceps","Biceps, Upper Arms","Dumbbell","UpperArms","UpperArms","1","74",""
"652","dumbbell_incline_alternate_hammer_curl","Dumbbell Incline Alternate Hammer Curl","Biceps","Biceps","Biceps, Upper Arms","Dumbbell","UpperArms","UpperArms","1","74",""
"653","dumbbell_incline_biceps_curl_dumbbell_incline_biceps_curl_7as","Dumbbell Incline Biceps Curl","Biceps","Biceps","Biceps, Upper Arms","Dumbbell","UpperArms","UpperArms","3","74","duplicate_group"
"654","dumbbell_incline_biceps_curl","Dumbbell Incline Biceps Curl","Biceps","Biceps","Biceps, Upper Arms","Dumbbell","UpperArms","UpperArms","3","74","duplicate_group"
"655","dumbbell_incline_biceps_curl_dumbbell_incline_biceps_curl_6i7","Dumbbell Incline Biceps Curl","Biceps","Biceps","Biceps, Upper Arms","Dumbbell","UpperArms","UpperArms","3","74","duplicate_group"
"656","dumbbell_incline_curl_dumbbell_incline_curl_6i9","Dumbbell Incline Curl","Biceps","Biceps","Biceps, Upper Arms","Dumbbell","UpperArms","UpperArms","2","74","duplicate_group"
"657","dumbbell_incline_curl","Dumbbell Incline Curl","Biceps","Biceps","Biceps, Upper Arms","Dumbbell","UpperArms","UpperArms","2","74","duplicate_group"
"658","dumbbell_incline_hammer_curl","Dumbbell Incline Hammer Curl","Biceps","Biceps","Biceps, Upper Arms","Dumbbell","UpperArms","UpperArms","2","74","duplicate_group"
"659","dumbbell_incline_hammer_curl_dumbbell_incline_hammer_curl_6i2","Dumbbell Incline Hammer Curl","Biceps","Biceps","Biceps, Upper Arms","Dumbbell","UpperArms","UpperArms","2","74","duplicate_group"
"660","dumbbell_incline_inner_biceps_curl","Dumbbell Incline Inner Biceps Curl","Biceps","Biceps","Biceps, Upper Arms","Dumbbell","UpperArms","","2","44","missing_video;duplicate_group"
"661","dumbbell_incline_inner_biceps_curl_dumbbell_incline_inner_biceps_curl_6i4","Dumbbell Incline Inner Biceps Curl","Biceps","Biceps","Biceps, Upper Arms","Dumbbell","UpperArms","UpperArms","2","74","duplicate_group"
"662","dumbbell_kneeling_bicep_curl_exercise_ball","Dumbbell Kneeling Bicep Curl Exercise Ball","Biceps","Biceps","Biceps, Upper Arms","Dumbbell","UpperArms","","1","44","missing_video"
"663","dumbbell_lateral_lunge_with_bicep_curl","Dumbbell Lateral Lunge with Bicep Curl","Biceps","Biceps","Thighs","Dumbbell","Thighs","","1","44","missing_video;image_target:Thighs"
"664","dumbbell_lunge_with_bicep_curl","Dumbbell Lunge with Bicep Curl","Biceps","Biceps","Thighs","Dumbbell","UpperArms","","2","44","missing_video;duplicate_group"
"665","dumbbell_lunge_with_bicep_curl_dumbbell_lunge_with_bicep_curl_7fh","Dumbbell Lunge with Bicep Curl","Biceps","Biceps","Biceps, Upper Arms","Dumbbell","UpperArms","UpperArms","2","74","duplicate_group"
"666","dumbbell_lying_supine_biceps_curl","Dumbbell Lying Supine Biceps Curl","Biceps","Biceps","Biceps, Upper Arms","Dumbbell","UpperArms","","1","44","missing_video"
"667","dumbbell_lying_wide_curl","Dumbbell Lying Wide Curl","Biceps","Biceps","Biceps, Upper Arms","Dumbbell","UpperArms","","1","44","missing_video"
"668","dumbbell_one_arm_concetration_curl","Dumbbell One Arm Concetration Curl","Biceps","Biceps","Biceps, Upper Arms","Dumbbell","UpperArms","","2","44","missing_video;duplicate_group"
"669","dumbbell_one_arm_concetration_curl_dumbbell_one_arm_concetration_curl_7dh","Dumbbell One Arm Concetration Curl","Biceps","Biceps","Biceps, Upper Arms","Dumbbell, Stability ball","UpperArms","","2","44","missing_video;duplicate_group"
"670","dumbbell_one_arm_hammer_preacher_curl","Dumbbell One Arm Hammer Preacher Curl","Biceps","Biceps","Biceps, Upper Arms","Dumbbell","UpperArms","UpperArms","1","74",""
"671","dumbbell_one_arm_prone_curl","Dumbbell One Arm Prone Curl","Biceps","Biceps","Biceps, Upper Arms","Dumbbell","UpperArms","","1","44","missing_video"
"672","dumbbell_one_arm_prone_hammer_curl","Dumbbell One Arm Prone Hammer Curl","Biceps","Biceps","Biceps, Upper Arms","Dumbbell","UpperArms","","1","44","missing_video"
"673","dumbbell_one_arm_reverse_preacher_curl","Dumbbell One Arm Reverse Preacher Curl","Biceps","Biceps","Forearms","Dumbbell","Forearms","Forearms","1","74","image_target:Forearms;video_target:Forearms"
"674","dumbbell_one_arm_reverse_spider_curl","Dumbbell One Arm Reverse Spider Curl","Biceps","Biceps","Biceps, Upper Arms","Dumbbell","UpperArms","","1","44","missing_video"
"675","dumbbell_one_arm_seated_bicep_curl_on_exercise_ball","Dumbbell One Arm Seated Bicep Curl on Exercise Ball","Biceps","Biceps","Biceps, Upper Arms","Dumbbell","UpperArms","","1","44","missing_video"
"676","dumbbell_one_arm_seated_hammer_curl","Dumbbell One Arm Seated Hammer Curl","Biceps","Biceps","Biceps, Upper Arms","Dumbbell","UpperArms","","1","44","missing_video"
"677","dumbbell_one_arm_standing_curl","Dumbbell One Arm Standing Curl","Biceps","Biceps","Biceps, Upper Arms","Dumbbell","UpperArms","","1","44","missing_video"
"678","dumbbell_one_arm_standing_hammer_curl","Dumbbell One Arm Standing Hammer Curl","Biceps","Biceps","Biceps, Upper Arms","Dumbbell","UpperArms","","1","44","missing_video"
"679","dumbbell_one_arm_zottman_preacher_curl","Dumbbell One Arm Zottman Preacher Curl","Biceps","Biceps","Biceps, Upper Arms","Dumbbell","UpperArms","UpperArms","2","74","duplicate_group"
"680","dumbbell_one_arm_zottman_preacher_curl_dumbbell_one_arm_zottman_preacher_curl_7fu","Dumbbell One Arm Zottman Preacher Curl","Biceps","Biceps","Biceps, Upper Arms","Dumbbell","UpperArms","UpperArms","2","74","duplicate_group"
"681","dumbbell_peacher_hammer_curl","Dumbbell Peacher Hammer Curl","Biceps","Biceps","Forearms","Dumbbell","Forearms","Forearms","1","74","image_target:Forearms;video_target:Forearms"
"682","dumbbell_preacher_curl","Dumbbell Preacher Curl","Biceps","Biceps","Biceps, Upper Arms","Dumbbell","UpperArms","UpperArms","2","74","duplicate_group"
"683","dumbbell_preacher_curl_dumbbell_preacher_curl_6js","Dumbbell Preacher Curl","Biceps","Biceps","Biceps, Upper Arms","Dumbbell","UpperArms","UpperArms","2","74","duplicate_group"
"684","dumbbell_preacher_curl_over_exercise_ball","Dumbbell Preacher Curl over Exercise Ball","Biceps","Biceps","Biceps, Upper Arms","Dumbbell","UpperArms","UpperArms","2","74","duplicate_group"
"685","dumbbell_preacher_curl_over_exercise_ball_dumbbell_preacher_curl_over_exercise_ball_7fv","Dumbbell Preacher Curl over Exercise Ball","Biceps","Biceps","Biceps, Upper Arms","Dumbbell","UpperArms","UpperArms","2","74","duplicate_group"
"686","dumbbell_prone_incline_curl","Dumbbell Prone Incline Curl","Biceps","Biceps","Biceps, Upper Arms","Dumbbell","UpperArms","UpperArms","2","74","duplicate_group"
"687","dumbbell_prone_incline_curl_dumbbell_prone_incline_curl_6ju","Dumbbell Prone Incline Curl","Biceps","Biceps","Biceps, Upper Arms","Dumbbell","UpperArms","UpperArms","2","74","duplicate_group"
"688","dumbbell_prone_incline_hammer_curl","Dumbbell Prone Incline Hammer Curl","Biceps","Biceps","Biceps, Upper Arms","Dumbbell","UpperArms","","2","44","missing_video;duplicate_group"
"689","dumbbell_prone_incline_hammer_curl_dumbbell_prone_incline_hammer_curl_7fw","Dumbbell Prone Incline Hammer Curl","Biceps","Biceps","Biceps, Upper Arms","Dumbbell","UpperArms","UpperArms","2","74","duplicate_group"
"690","dumbbell_revers_grip_biceps_curl","Dumbbell Revers grip Biceps Curl","Biceps","Biceps","Forearms","Dumbbell","Forearms","Forearms","1","74","image_target:Forearms;video_target:Forearms"
"691","dumbbell_reverse_preacher_curl","Dumbbell Reverse Preacher Curl","Biceps","Biceps","Forearms","Dumbbell","Forearms","","1","44","missing_video;image_target:Forearms"
"692","dumbbell_reverse_spider_curl","Dumbbell Reverse Spider Curl","Biceps","Biceps","Biceps, Upper Arms","Dumbbell","UpperArms","UpperArms","1","74",""
"693","dumbbell_seated_alternate_biceps_curl","Dumbbell Seated Alternate Biceps Curl","Biceps","Biceps","Biceps, Upper Arms","Dumbbell","UpperArms","UpperArms","1","74",""
"694","dumbbell_seated_alternate_hammer_curl_on_exercise_ball","Dumbbell Seated Alternate Hammer Curl on Exercise Ball","Biceps","Biceps","Biceps, Upper Arms","Dumbbell","UpperArms","","1","44","missing_video"
"695","dumbbell_seated_biceps_curl","Dumbbell Seated Biceps Curl","Biceps","Biceps","Biceps, Upper Arms","Dumbbell","UpperArms","","1","44","missing_video"
"696","dumbbell_seated_biceps_curl_to_shoulder_press","Dumbbell Seated Biceps Curl to Shoulder Press","Biceps","Biceps","Biceps, Upper Arms","Dumbbell","Shoulders","","1","44","missing_video;image_target:Shoulders"
"697","dumbbell_seated_curl_dumbbell_seated_curl_7tt","Dumbbell Seated Curl","Biceps","Biceps","Biceps, Upper Arms","Dumbbell","UpperArms","","3","44","missing_video;duplicate_group"
"698","dumbbell_seated_curl_dumbbell_seated_curl_8h6","Dumbbell Seated Curl","Biceps","Biceps","Biceps, Upper Arms","Dumbbell","UpperArms","","3","44","missing_video;duplicate_group"
"699","dumbbell_seated_curl","Dumbbell Seated Curl","Biceps","Biceps","Biceps, Upper Arms","Dumbbell","UpperArms","UpperArms","3","74","duplicate_group"
"700","dumbbell_seated_inner_biceps_curl","Dumbbell Seated Inner Biceps Curl","Biceps","Biceps","Biceps, Upper Arms","Dumbbell","UpperArms","","1","44","missing_video"
"701","dumbbell_seated_one_arm_bicep_curl_on_exercise_ball_with_leg_raised","Dumbbell Seated One Arm Bicep Curl on Exercise Ball with Leg Raised","Biceps","Core","Biceps, Upper Arms","Dumbbell","UpperArms","","1","44","missing_video;muscle_mismatch:Biceps->Core;image_target:UpperArms"
"702","dumbbell_seated_preacher_curl","Dumbbell Seated Preacher Curl","Biceps","Biceps","Biceps, Upper Arms","Dumbbell","UpperArms","UpperArms","1","74",""
"703","dumbbell_seated_revers_grip_concentration_curl","Dumbbell Seated Revers grip Concentration Curl","Biceps","Biceps","Forearms","Dumbbell","Forearms","Forearms","1","74","image_target:Forearms;video_target:Forearms"
"704","dumbbell_seated_reverse_grip_biceps_curl","Dumbbell Seated Reverse Grip Biceps Curl","Biceps","Biceps","Forearms","Dumbbell","Forearms","","1","44","missing_video;image_target:Forearms"
"705","dumbbell_seated_zottman_curl","Dumbbell Seated Zottman Curl","Biceps","Biceps","Biceps, Upper Arms","Dumbbell","UpperArms","","1","44","missing_video"
"706","dumbbell_single_arm_preacher_curl","Dumbbell Single Arm Preacher Curl","Biceps","Biceps","Biceps, Upper Arms","Dumbbell","UpperArms","UpperArms","1","74",""
"707","dumbbell_single_spider_curl_with_chest_support","Dumbbell Single Spider Curl with Chest Support","Biceps","Biceps","Biceps, Upper Arms","Dumbbell","UpperArms","","1","44","missing_video"
"708","dumbbell_standing_alternate_hammer_curl_and_press","Dumbbell Standing Alternate Hammer Curl and Press","Biceps","Biceps","Biceps, Upper Arms","Dumbbell","Shoulders","","1","44","missing_video;image_target:Shoulders"
"709","dumbbell_standing_biceps_curl","Dumbbell Standing Biceps Curl","Biceps","Biceps","Biceps, Upper Arms","Dumbbell","UpperArms","UpperArms","1","74",""
"710","dumbbell_standing_biceps_curl_to_shoulder_press","Dumbbell Standing Biceps Curl to Shoulder Press","Biceps","Biceps","Biceps, Upper Arms","Dumbbell","Shoulders","","1","44","missing_video;image_target:Shoulders"
"711","dumbbell_standing_concentration_curl","Dumbbell Standing Concentration Curl","Biceps","Biceps","Biceps, Upper Arms","Dumbbell","UpperArms","UpperArms","1","74",""
"712","dumbbell_standing_inner_biceps_curl","Dumbbell Standing Inner Biceps Curl","Biceps","Biceps","Biceps, Upper Arms","Dumbbell","UpperArms","UpperArms","1","74",""
"713","dumbbell_standing_one_arm_concentration_curl","Dumbbell Standing One Arm Concentration Curl","Biceps","Biceps","Biceps, Upper Arms","Dumbbell","UpperArms","","1","74",""
"714","dumbbell_standing_one_arm_curl","Dumbbell Standing One Arm Curl","Biceps","Biceps","Biceps, Upper Arms","Dumbbell","UpperArms","UpperArms","2","74","duplicate_group"
"715","dumbbell_standing_one_arm_curl_dumbbell_standing_one_arm_curl_8h8","Dumbbell Standing One Arm Curl","Biceps","Biceps","Biceps, Upper Arms","Dumbbell","UpperArms","","2","44","missing_video;duplicate_group"
"716","dumbbell_standing_one_arm_curl_over_incline_bench","Dumbbell Standing One Arm Curl Over Incline Bench","Biceps","Biceps","Biceps, Upper Arms","Dumbbell","UpperArms","","1","74",""
"717","dumbbell_standing_preacher_curl","Dumbbell Standing Preacher Curl","Biceps","Biceps","Biceps, Upper Arms","Dumbbell","UpperArms","UpperArms","1","74",""
"718","dumbbell_standing_single_spider_curl","Dumbbell Standing Single Spider Curl","Biceps","Biceps","Biceps, Upper Arms","Dumbbell","UpperArms","","1","44","missing_video"
"719","dumbbell_standing_zottman_preacher_curl","Dumbbell Standing Zottman Preacher Curl","Biceps","Biceps","Biceps, Upper Arms","Dumbbell","UpperArms","","1","44","missing_video"
"720","dumbbell_step_up_single_leg_balance_with_bicep_curl","Dumbbell Step Up Single Leg Balance with Bicep Curl","Biceps","Biceps","Biceps, Upper Arms","Dumbbell","UpperArms","","1","44","missing_video"
"721","dumbbell_two_arm_seated_hammer_curl_on_exercise_ball","Dumbbell Two Arm Seated Hammer Curl on Exercise Ball","Biceps","Biceps","Forearms","Dumbbell","UpperArms","","1","44","missing_video"
"722","dumbbell_zottman_curl","Dumbbell Zottman Curl","Biceps","Biceps","Biceps, Upper Arms","Dumbbell","UpperArms","UpperArms","1","74",""
"723","dumbbell_zottman_preacher_curl","Dumbbell Zottman Preacher Curl","Biceps","Biceps","Biceps, Upper Arms","Dumbbell","UpperArms","UpperArms","1","74",""
"724","ez_bar_biceps_curl","EZ bar Biceps Curl","Biceps","Biceps","Biceps, Upper Arms","EZ Barbell","UpperArms","","2","44","missing_video;duplicate_group"
"725","ez_bar_preacher_arms_stretch","Ez Bar Preacher Arms Stretch","Biceps","Custom","Upper Arms","EZ Barbell","UpperArms","","1","44","missing_video;image_target:UpperArms"
"726","ez_barbell_close_grip_curl_ez_barbell_close_grip_curl_6lu","EZ Barbell Close-grip Curl","Biceps","Biceps","Biceps, Upper Arms","EZ Barbell","UpperArms","UpperArms","1","74",""
"727","ez_barbell_curl","EZ Barbell Curl","Biceps","Biceps","Biceps, Upper Arms","EZ Barbell","UpperArms","UpperArms","2","74","duplicate_group"
"728","ez_barbell_curl_ez_barbell_curl_6lv","EZ Barbell Curl","Biceps","Biceps","Biceps, Upper Arms","EZ Barbell","UpperArms","UpperArms","2","74","duplicate_group"
"729","ez_barbell_reverse_grip_curl","EZ Barbell Reverse Grip Curl","Biceps","Biceps","Biceps, Upper Arms","EZ Barbell","Forearms","Forearms","1","74","image_target:Forearms;video_target:Forearms"
"730","ez_barbell_reverse_grip_preacher_curl","EZ Barbell Reverse grip Preacher Curl","Biceps","Biceps","Forearms","EZ Barbell","Forearms","","1","44","missing_video;image_target:Forearms"
"731","ez_barbell_spider_curl","EZ Barbell Spider Curl","Biceps","Biceps","Biceps, Upper Arms","EZ Barbell","UpperArms","","2","44","missing_video;duplicate_group"
"732","ez_barbell_spider_curl_ez_barbell_spider_curl_74v","EZ Barbell Spider Curl","Biceps","Biceps","Biceps, Upper Arms","EZ Barbell","UpperArms","UpperArms","2","74","duplicate_group"
"733","ez_bar_biceps_curl_ez_bar_biceps_curl_7y1","EZ-bar Biceps Curl","Biceps","Biceps","Biceps, Upper Arms","EZ Barbell","UpperArms","","2","44","missing_video;duplicate_group"
"734","ez_bar_drag_bicep_curl","EZ-bar Drag Bicep Curl","Biceps","Biceps","Biceps, Upper Arms","EZ Barbell","UpperArms","","1","44","missing_video"
"735","ez_barbell_standing_preacher_curl","EZ-Barbell Standing Preacher Curl","Biceps","Biceps","Biceps, Upper Arms","EZ Barbell","UpperArms","UpperArms","1","74",""
"736","ez_barbell_standing_wide_grip_biceps_curl","EZ-Barbell Standing Wide Grip Biceps Curl","Biceps","Biceps","Biceps, Upper Arms","EZ Barbell","UpperArms","UpperArms","1","74",""
"737","hammer_curl_hammer_curl_6a","Hammer Curl","Biceps","Biceps","Forearms","Cable","Forearms","Forearms","3","74","image_target:Forearms;video_target:Forearms;duplicate_group"
"738","hammer_curl_hammer_curl_8v","Hammer Curl","Biceps","Biceps","Biceps, Upper Arms","Dumbbell","UpperArms","UpperArms","3","74","duplicate_group"
"739","hammer_curl","Hammer Curl","Biceps","Biceps","Biceps, Upper Arms","Dumbbell","Forearms","Forearms","3","74","image_target:Forearms;video_target:Forearms;duplicate_group"
"740","high_curl","High Curl","Biceps","Biceps","Biceps, Upper Arms","Dumbbell","UpperArms","","1","44","missing_video"
"741","incline_inner_biceps_curl","Incline Inner Biceps Curl","Biceps","Biceps","Biceps, Upper Arms","Dumbbell","UpperArms","UpperArms","1","74",""
"742","inverted_chin_curl_with_bent_knee_between_chairs","Inverted Chin Curl with Bent Knee between Chairs","Biceps","Biceps","Biceps, Upper Arms","Body weight","UpperArms","UpperArms","1","74",""
"743","lever_alternate_biceps_curl","Lever Alternate Biceps Curl","Biceps","Biceps","Biceps, Upper Arms","Leverage machine","UpperArms","","1","44","missing_video"
"744","lever_bicep_curl","Lever Bicep Curl","Biceps","Biceps","Biceps, Upper Arms","Leverage machine","UpperArms","","3","44","missing_video;duplicate_group"
